competition_name,gender,country,season_end_year,squad,team_or_opponent,num_players,mins_per_90,tkl_tackles,tkl_w_tackles,def_3rd_tackles,mid_3rd_tackles,att_3rd_tackles,tkl_vs,att_vs,tkl_percent_vs,past_vs,press_pressures,succ_pressures,percent_pressures,def_3rd_pressures,mid_3rd_pressures,att_3rd_pressures,blocks_blocks,sh_blocks,sh_sv_blocks,pass_blocks,int,tkl_plus_int,clr,err
Premier League,M,ENG,2020,Arsenal,team,29,38,601,373,325,199,77,202,596,33.9,394,6127,1640,26.8,2245,2662,1220,614,153,2,461,244,845,978,14
Premier League,M,ENG,2020,Aston Villa,team,28,38,606,388,339,194,73,192,613,31.3,421,5837,1595,27.3,2133,2485,1219,725,213,4,512,254,860,983,29
Premier League,M,ENG,2020,Bournemouth,team,27,38,559,349,279,220,60,184,582,31.6,398,6790,1780,26.2,2224,2967,1599,703,176,3,527,288,847,1135,14
Premier League,M,ENG,2020,Brighton,team,25,38,663,409,339,237,87,214,644,33.2,430,5794,1743,30.1,2018,2419,1357,631,162,5,469,299,962,934,16
Premier League,M,ENG,2020,Burnley,team,22,38,583,340,264,239,80,204,612,33.3,408,5802,1482,25.5,1782,2535,1485,712,189,3,523,252,835,1234,5
Premier League,M,ENG,2020,Chelsea,team,27,38,739,449,351,296,92,217,626,34.7,409,6197,1916,30.9,1812,2841,1544,576,102,2,474,268,1007,930,9
Premier League,M,ENG,2020,Crystal Palace,team,25,38,733,430,393,264,76,260,678,38.3,418,6252,1698,27.2,2430,2645,1177,675,153,3,522,277,1010,999,13
Premier League,M,ENG,2020,Everton,team,24,38,739,423,369,267,103,245,736,33.3,491,6067,1659,27.3,2068,2639,1360,588,130,1,458,279,1018,1037,10
Premier League,M,ENG,2020,Leicester City,team,24,38,781,478,381,311,89,283,786,36,503,6392,1984,31,2112,2895,1385,601,107,2,494,309,1090,1013,13
Premier League,M,ENG,2020,Liverpool,team,24,38,606,375,225,258,123,212,607,34.9,395,5638,1813,32.2,1496,2346,1796,481,75,2,406,246,852,863,10
Premier League,M,ENG,2020,Manchester City,team,24,38,567,365,224,230,113,228,638,35.7,410,5003,1584,31.7,1187,2160,1656,444,74,3,370,227,794,655,19
Premier League,M,ENG,2020,Manchester Utd,team,29,38,618,359,292,245,81,207,626,33.1,419,5860,1650,28.2,1883,2616,1361,632,117,0,515,300,918,880,7
Premier League,M,ENG,2020,Newcastle Utd,team,28,38,672,393,413,198,61,225,622,36.2,397,5994,1524,25.4,2591,2401,1002,638,173,5,465,293,965,1133,11
Premier League,M,ENG,2020,Norwich City,team,30,38,716,434,419,219,78,253,776,32.6,523,6492,1779,27.4,2695,2609,1188,713,197,6,516,270,986,1039,16
Premier League,M,ENG,2020,Sheffield Utd,team,26,38,652,392,339,230,83,211,642,32.9,431,6367,1766,27.7,2135,2706,1526,618,125,2,493,260,912,1244,12
Premier League,M,ENG,2020,Southampton,team,25,38,790,483,373,310,107,290,857,33.8,567,6825,2107,30.9,2195,2917,1713,694,147,0,547,295,1085,1276,20
Premier League,M,ENG,2020,Tottenham,team,29,38,709,445,353,294,62,213,689,30.9,476,6209,1752,28.2,2286,2733,1190,660,168,2,492,259,968,1074,11
Premier League,M,ENG,2020,Watford,team,26,38,681,429,353,245,83,238,774,30.7,536,6755,1835,27.2,2324,2948,1483,624,155,5,469,311,992,1101,12
Premier League,M,ENG,2020,West Ham,team,29,38,720,470,400,253,67,230,763,30.1,533,6464,1795,27.8,2438,2785,1241,633,127,1,506,291,1011,929,11
Premier League,M,ENG,2020,Wolves,team,21,38,716,423,398,254,64,266,730,36.4,464,6251,1710,27.4,2387,2810,1054,608,128,1,480,263,979,972,13
Premier League,M,ENG,2020,vs Arsenal,opponent,29,38,706,400,337,268,101,255,710,35.9,455,6466,1703,26.3,1965,2821,1680,628,119,3,509,266,972,822,14
Premier League,M,ENG,2020,vs Aston Villa,opponent,28,38,607,351,277,228,102,179,583,30.7,404,5582,1558,27.9,1900,2286,1396,542,135,1,407,223,830,999,8
Premier League,M,ENG,2020,vs Bournemouth,opponent,27,38,687,411,333,254,100,249,644,38.7,395,5753,1820,31.6,1958,2307,1488,626,129,3,497,253,940,1081,12
Premier League,M,ENG,2020,vs Brighton,opponent,25,38,730,436,389,251,90,219,599,36.6,380,6525,1770,27.1,2096,2694,1735,644,137,1,507,316,1046,891,10
Premier League,M,ENG,2020,vs Burnley,opponent,22,38,534,333,258,219,57,179,472,37.9,293,4758,1449,30.5,1579,2210,969,512,103,4,409,186,720,1178,8
Premier League,M,ENG,2020,vs Chelsea,opponent,27,38,699,431,345,275,79,220,718,30.6,498,7596,1956,25.8,2661,3340,1595,712,194,4,518,280,979,1132,16
Premier League,M,ENG,2020,vs Crystal Palace,opponent,25,38,796,461,432,274,90,241,715,33.7,474,6248,1784,28.6,2149,2779,1320,583,116,2,467,285,1081,953,9
Premier League,M,ENG,2020,vs Everton,opponent,24,38,675,425,314,280,81,205,634,32.3,429,5525,1638,29.6,1774,2418,1333,684,145,2,539,267,942,1071,12
Premier League,M,ENG,2020,vs Leicester City,opponent,24,38,705,426,343,264,98,229,673,34,444,6705,1874,27.9,2301,2869,1535,676,158,1,518,294,999,945,18
Premier League,M,ENG,2020,vs Liverpool,opponent,24,38,661,420,419,204,38,234,716,32.7,482,6422,1743,27.1,2578,2641,1203,722,180,3,542,317,978,1284,21
Premier League,M,ENG,2020,vs Manchester City,opponent,24,38,643,410,401,191,51,247,812,30.4,565,7499,1611,21.5,3170,3141,1188,780,247,4,533,355,998,998,14
Premier League,M,ENG,2020,vs Manchester Utd,opponent,29,38,750,462,378,293,79,272,778,35,506,7203,1894,26.3,2506,3213,1484,708,147,2,561,355,1105,852,18
Premier League,M,ENG,2020,vs Newcastle Utd,opponent,28,38,605,382,269,237,99,198,655,30.2,457,5347,1590,29.7,1588,2305,1454,512,131,0,381,237,842,836,7
Premier League,M,ENG,2020,vs Norwich City,opponent,30,38,713,446,325,264,124,248,731,33.9,483,6667,1998,30,1884,2780,2003,589,142,3,447,284,997,767,10
Premier League,M,ENG,2020,vs Sheffield Utd,opponent,26,38,525,311,295,172,58,153,540,28.3,387,5458,1521,27.9,2195,2207,1056,599,101,3,498,214,739,1199,16
Premier League,M,ENG,2020,vs Southampton,opponent,25,38,680,424,384,226,70,249,738,33.7,489,6069,1843,30.4,2227,2659,1183,599,150,7,449,255,935,1258,21
Premier League,M,ENG,2020,vs Tottenham,opponent,29,38,763,468,339,327,97,293,803,36.5,510,6193,1837,29.7,2081,2798,1314,632,146,3,486,324,1087,966,12
Premier League,M,ENG,2020,vs Watford,opponent,26,38,643,393,333,222,88,233,614,37.9,381,5267,1638,31.1,1886,2250,1131,562,135,3,427,254,897,1222,20
Premier League,M,ENG,2020,vs West Ham,opponent,29,38,620,387,320,227,73,214,643,33.3,429,5643,1743,30.9,1882,2576,1185,653,120,2,533,255,875,995,7
Premier League,M,ENG,2020,vs Wolves,opponent,21,38,709,430,338,287,84,257,819,31.4,562,6190,1842,29.8,2061,2825,1304,607,136,1,471,265,974,960,12
Premier League,M,ENG,2019,Arsenal,team,28,38,600,393,302,227,71,200,580,34.5,380,6149,1641,26.7,1999,2852,1298,538,124,2,414,300,900,858,9
Premier League,M,ENG,2019,Bournemouth,team,28,38,492,303,271,170,51,139,457,30.4,318,6740,1545,22.9,2551,2948,1241,595,152,4,443,277,769,1065,6
Premier League,M,ENG,2019,Brighton,team,21,38,685,432,384,224,77,193,594,32.5,401,6874,1568,22.8,2735,2959,1180,653,192,3,461,312,997,1065,6
Premier League,M,ENG,2019,Burnley,team,23,38,590,342,302,232,56,210,579,36.3,369,6288,1478,23.5,2152,2751,1385,744,241,12,503,314,904,1149,15
Premier League,M,ENG,2019,Cardiff City,team,25,38,666,402,361,237,68,195,612,31.9,417,7121,1769,24.8,2640,3270,1211,707,154,5,553,383,1049,917,10
Premier League,M,ENG,2019,Chelsea,team,24,38,620,411,293,236,91,171,509,33.6,338,6254,1795,28.7,1950,2667,1637,499,83,5,416,290,910,589,5
Premier League,M,ENG,2019,Crystal Palace,team,26,38,758,457,415,264,79,242,629,38.5,387,7161,1735,24.2,3073,2935,1153,732,173,1,559,366,1124,1042,15
Premier League,M,ENG,2019,Everton,team,23,38,711,453,359,270,82,183,517,35.4,334,6597,1899,28.8,2277,2906,1414,595,104,1,491,369,1080,912,11
Premier League,M,ENG,2019,Fulham,team,28,38,605,400,334,220,51,189,524,36.1,335,6366,1641,25.8,2452,2700,1214,644,160,3,484,370,975,985,8
Premier League,M,ENG,2019,Huddersfield,team,31,38,745,434,359,299,87,230,709,32.4,479,7217,1897,26.3,2649,3201,1367,667,135,4,532,447,1192,759,6
Premier League,M,ENG,2019,Leicester City,team,25,38,714,445,384,255,75,160,540,29.6,380,6784,1889,27.8,2475,2986,1323,644,108,0,536,369,1083,931,7
Premier League,M,ENG,2019,Liverpool,team,23,38,603,388,262,246,95,174,564,30.9,390,6195,1812,29.2,1756,2743,1696,509,92,2,417,299,902,699,14
Premier League,M,ENG,2019,Manchester City,team,21,38,513,352,215,222,76,167,465,35.9,298,5487,1589,29,1362,2474,1651,440,78,2,362,287,800,653,6
Premier League,M,ENG,2019,Manchester Utd,team,28,38,581,359,299,215,67,179,528,33.9,349,6216,1619,26,2204,2739,1273,603,138,0,465,316,897,861,6
Premier League,M,ENG,2019,Newcastle Utd,team,24,38,716,422,375,271,70,229,667,34.3,438,7340,1774,24.2,2886,3310,1144,745,152,5,593,431,1147,1100,9
Premier League,M,ENG,2019,Southampton,team,30,38,725,451,371,269,85,235,679,34.6,444,7432,1940,26.1,2704,3166,1562,697,164,4,533,411,1136,1026,14
Premier League,M,ENG,2019,Tottenham,team,28,38,640,401,336,212,92,191,534,35.8,343,5919,1677,28.3,1979,2572,1368,580,124,4,456,277,917,780,8
Premier League,M,ENG,2019,Watford,team,25,38,676,426,370,235,71,211,626,33.7,415,6896,1875,27.2,2581,2976,1339,591,123,3,468,331,1007,915,11
Premier League,M,ENG,2019,West Ham,team,26,38,700,443,379,257,64,234,699,33.5,465,6747,1699,25.2,2680,2917,1150,640,145,2,495,386,1086,884,9
Premier League,M,ENG,2019,Wolves,team,21,38,694,407,380,258,56,209,642,32.6,433,6221,1631,26.2,2345,2944,932,660,151,2,509,360,1054,945,8
